",""data"",""date"",""param"",""siteid"""
1,0,2003-01-01
2,0,2003-01-02
3,11.3199996948242,2003-01-03
4,0,2003-01-04
5,3.03999996185303,2003-01-05
6,0.490000009536743,2003-01-06
7,0,2003-01-07
8,0,2003-01-08
9,0,2003-01-09
10,0,2003-01-10
11,0,2003-01-11
12,0,2003-01-12
13,0,2003-01-13
14,1.04999995231628,2003-01-14
15,0,2003-01-15
16,0.200000002980232,2003-01-16
17,1.27999997138977,2003-01-17
18,0,2003-01-18
19,0.730000019073486,2003-01-19
20,1.10000002384186,2003-01-20
21,0,2003-01-21
22,0,2003-01-22
23,0,2003-01-23
24,0,2003-01-24
25,0,2003-01-25
26,2.11999988555908,2003-01-26
27,0,2003-01-27
28,0,2003-01-28
29,4.44000005722046,2003-01-29
30,0,2003-01-30
31,0.340000003576279,2003-01-31
32,5.65000009536743,2003-02-01
33,1.52999997138977,2003-02-02
34,0,2003-02-03
35,6.59999990463257,2003-02-04
36,0,2003-02-05
37,0.490000009536743,2003-02-06
38,0.310000002384186,2003-02-07
39,0,2003-02-08
40,0,2003-02-09
41,0.850000023841858,2003-02-10
42,0.740000009536743,2003-02-11
43,0,2003-02-12
44,0,2003-02-13
45,0,2003-02-14
46,7.23999977111816,2003-02-15
47,0.579999983310699,2003-02-16
48,0,2003-02-17
49,0,2003-02-18
50,0,2003-02-19
51,0,2003-02-20
52,0,2003-02-21
53,1.08000004291534,2003-02-22
54,3.01999998092651,2003-02-23
55,1.58000004291534,2003-02-24
56,0,2003-02-25
57,0,2003-02-26
58,0,2003-02-27
59,0,2003-02-28
60,0,2003-03-01
61,0.740000009536743,2003-03-02
62,0,2003-03-03
63,0,2003-03-04
64,1.21000003814697,2003-03-05
65,1.11000001430511,2003-03-06
66,0,2003-03-07
67,0,2003-03-08
68,0,2003-03-09
69,0,2003-03-10
70,0,2003-03-11
71,0,2003-03-12
72,3.85999989509583,2003-03-13
73,0,2003-03-14
74,0,2003-03-15
75,0,2003-03-16
76,0,2003-03-17
77,0,2003-03-18
78,2.20000004768372,2003-03-19
79,0.579999983310699,2003-03-20
80,8.63000011444092,2003-03-21
81,0,2003-03-22
82,0,2003-03-23
83,0,2003-03-24
84,1.49000000953674,2003-03-25
85,0,2003-03-26
86,0,2003-03-27
87,1.66999995708466,2003-03-28
88,0.400000005960464,2003-03-29
89,0,2003-03-30
90,0,2003-03-31
91,0.759999990463257,2003-04-01
92,0,2003-04-02
93,0,2003-04-03
94,1.21000003814697,2003-04-04
95,26.5200004577637,2003-04-05
96,0,2003-04-06
97,9.28999996185303,2003-04-07
98,0,2003-04-08
99,0,2003-04-09
100,0,2003-04-10
101,0,2003-04-11
102,0,2003-04-12
103,0,2003-04-13
104,0,2003-04-14
105,0,2003-04-15
106,0,2003-04-16
107,0.769999980926514,2003-04-17
108,0.620000004768372,2003-04-18
109,0,2003-04-19
110,6.92999982833862,2003-04-20
111,4.17999982833862,2003-04-21
112,0.889999985694885,2003-04-22
113,0,2003-04-23
114,0,2003-04-24
115,3.28999996185303,2003-04-25
116,7.65000009536743,2003-04-26
117,0,2003-04-27
118,0,2003-04-28
119,8.98999977111816,2003-04-29
120,0,2003-04-30
121,7.26000022888184,2003-05-01
122,21.5,2003-05-02
123,0,2003-05-03
124,0,2003-05-04
125,52.8800010681152,2003-05-05
126,0,2003-05-06
127,1.21000003814697,2003-05-07
128,0.589999973773956,2003-05-08
129,8.21000003814697,2003-05-09
130,4.1100001335144,2003-05-10
131,14.9899997711182,2003-05-11
132,0,2003-05-12
133,0,2003-05-13
134,0,2003-05-14
135,16.8500003814697,2003-05-15
136,0,2003-05-16
137,0,2003-05-17
138,0.409999996423721,2003-05-18
139,0,2003-05-19
140,5.59000015258789,2003-05-20
141,0.490000009536743,2003-05-21
142,0,2003-05-22
143,0,2003-05-23
144,0,2003-05-24
145,0,2003-05-25
146,0,2003-05-26
147,0,2003-05-27
148,0,2003-05-28
149,18.1299991607666,2003-05-29
150,0,2003-05-30
151,12.2200002670288,2003-05-31
152,0,2003-06-01
153,0,2003-06-02
154,8.44999980926514,2003-06-03
155,0,2003-06-04
156,0,2003-06-05
157,0,2003-06-06
158,2.04999995231628,2003-06-07
159,0,2003-06-08
160,0.709999978542328,2003-06-09
161,0,2003-06-10
162,5.8600001335144,2003-06-11
